participantsID,a,Ter,eta,z,sz,st,v
6dcbb2d2c8c4d46a,2.290414e-01,7.175518e-01,2.118570e-01,1.459847e-01,9.920233e-02,7.998558e-02,5.569221e-02
6df05dd94d8d774d,8.235862e-01,9.311381e-01,6.492425e-05,7.009592e-04,1.434547e-04,5.615707e-01,-2.004705e-01
6e0c43d93a4a361e,3.576065e-01,5.375096e-01,4.885746e-01,1.267794e-01,2.353892e-01,5.248727e-01,2.291185e-01
6ece121c0867568c,1.064385e-01,1.379248e+00,1.707148e-01,4.971057e-02,4.604691e-02,6.797275e-01,-4.662512e-02
739442e141b9639a,2.509133e-01,6.637589e-01,4.212241e-01,1.791026e-01,6.967769e-02,2.749379e-02,3.951819e-02
74dc2bc1712979fe,4.106349e-01,1.034158e+00,4.865431e-01,3.346726e-02,8.681441e-04,9.805994e-01,8.112839e-02
75da8965ce4f9b28,4.553609e-01,1.070863e+00,3.406133e-01,4.518924e-02,2.447674e-02,1.030064e+00,3.529697e-02
77d9b25715656b19,1.004702e-01,8.565250e-01,5.000000e-01,6.434374e-02,7.125220e-02,6.101669e-01,1.909007e-01
7e158eee0bbe3c33,1.449465e-01,1.372703e+00,1.595501e-01,8.628495e-02,5.466973e-02,5.516875e-01,8.637174e-02
819c4ba6a036130b,4.230493e-02,8.140904e-01,4.907050e-01,2.115253e-02,4.130480e-02,5.932296e-01,1.726290e-01
820fed1432e2cffc,1.811531e-01,1.502534e+00,1.840131e-01,7.439541e-02,6.526805e-02,9.659280e-01,-1.874677e-02
8364d0796dcecadf,1.772637e-01,1.411166e+00,4.469007e-08,1.728302e-01,3.188485e-03,1.184399e-01,1.054603e+00
84397dc336c286b4,1.205488e-01,1.085302e+00,7.023504e-08,1.185933e-01,1.093353e-03,6.354206e-01,1.379984e+00
865f30c3abd2af67,7.541393e-02,9.383649e-01,2.123224e-01,4.258658e-02,5.972518e-02,4.786369e-01,9.837508e-02
88316d88dd9fdbf7,1.604539e-01,1.326461e+00,1.885612e-01,1.030763e-01,6.452140e-02,6.623921e-01,4.143819e-02
88586c741f59e4d3,6.450613e-01,6.755363e-01,2.123418e-01,4.578678e-01,8.674947e-02,5.779814e-01,9.775050e-02
8b79e9cd1e3a58e9,1.214474e-01,1.628254e+00,2.019951e-01,7.203916e-02,6.231757e-02,1.187304e+00,3.794218e-02
8e3374a0d50454e0,1.346353e-01,8.099417e-01,7.010755e-02,1.291341e-01,3.503835e-04,2.553352e-01,1.300133e+00
8e531917bed03e00,1.407872e-01,1.331664e+00,1.666275e-01,8.847144e-02,6.504913e-02,6.246891e-01,2.894038e-02
946fca84b1d53bed,1.341342e-01,1.158491e+00,2.736436e-03,1.321780e-01,7.398033e-05,7.592721e-01,1.119314e+00
96b09fe2762bafab,9.298220e-02,1.540098e+00,3.214146e-01,9.043479e-02,4.094823e-03,2.042195e+00,-1.020876e+00
99bca86575635ced,2.788551e-01,5.552176e-01,4.223882e-01,6.663120e-02,1.322624e-01,2.949770e-01,1.220401e-01
9d781c40d36055b2,4.620457e-01,7.633321e-01,2.303005e-01,3.970025e-02,3.185060e-03,4.112874e-01,-2.173057e-02
9e5ca4f7d45dda1b,1.352124e-01,9.098150e-01,3.107754e-01,7.364593e-02,1.140626e-01,1.665764e-01,8.163990e-03
9ead7cfe118211af,1.551994e-01,6.958799e-01,2.880850e-01,1.127660e-01,5.670583e-02,2.251635e-02,4.728190e-02
a0891b37b5b5d79d,1.116601e-01,8.200308e-01,2.209176e-01,7.037232e-02,4.857349e-02,1.702780e-01,1.185771e-01
a0b880b91c2982dc,2.061753e-01,1.594920e+00,1.783039e-01,7.949395e-02,6.230456e-02,7.252040e-01,-1.384580e-02
a751959dd7084c7b,1.670237e-01,1.543903e+00,1.644330e-01,8.072707e-02,6.591556e-02,5.241002e-01,-5.110139e-03
a7ef69324e55dcf3,1.203104e-01,1.012844e+00,2.213611e-01,8.213677e-02,7.146634e-02,6.384349e-01,5.336128e-02
ab06a32c33b7c594,9.413098e-02,1.082101e+00,9.494602e-03,8.805711e-02,1.134590e-03,6.325914e-01,1.819857e+00
ab652d1792ba579f,1.642854e-01,1.536332e+00,6.234377e-05,1.624774e-01,1.744273e-04,6.893517e-05,1.096285e+00
ab7c01f6e1ec753a,1.423947e-01,9.821224e-01,5.338596e-02,1.339415e-01,4.328246e-03,5.005072e-01,1.193077e+00
adb5486de57c1af0,1.614441e-01,9.514333e-01,6.463413e-02,1.463666e-01,7.593858e-06,6.321298e-01,1.014906e+00
ae4cf4947761ad3f,1.436887e-01,1.094092e+00,1.878647e-01,2.826696e-02,5.552630e-02,1.250184e+00,1.253414e-01
af8390dd2a780433,1.368620e-01,1.560233e+00,1.869994e-01,6.392107e-02,5.714751e-02,9.043771e-01,1.251674e-02
b8d6cea15a548aa9,1.095573e-01,9.978685e-01,1.575072e-01,6.204698e-02,5.616354e-02,6.035370e-01,6.611172e-02
bc688588712e0329,1.656716e-01,1.715216e+00,1.970433e-01,5.713296e-02,6.882703e-02,1.278973e+00,-5.315425e-02
bd2adbff911d558e,1.882277e-01,9.831998e-01,9.740872e-03,1.784044e-01,1.810458e-02,4.723955e-01,8.623749e-01
c00c5c68db223d0f,1.916521e-01,1.049294e+00,2.216749e-02,1.234623e-01,2.374183e-06,6.322956e-01,1.241937e+00
c012de0ccb49819f,1.460720e-01,7.023571e-01,3.043910e-01,4.724164e-02,9.348328e-02,8.188852e-01,1.129847e-01
c4ea8a11570e9599,1.190871e-01,7.459932e-01,2.132911e-01,7.703072e-02,6.841419e-02,9.862729e-02,7.216219e-02
c79644ab153c0a48,1.446607e-01,7.493606e-01,1.334834e-04,6.860437e-02,1.049658e-01,3.512901e-01,8.244697e-02
c7ddb07dc740f9c1,5.856357e-01,1.089860e+00,2.149044e-01,6.905339e-02,1.371038e-01,1.061720e+00,6.986805e-02
c893ddb5f65f1a1c,1.711453e-01,1.546016e+00,1.769961e-01,7.977454e-02,6.634589e-02,7.889150e-01,1.054874e-02
ce134a9a9b3122a0,3.545328e-01,4.766846e-01,4.975489e-01,1.568411e-01,2.342951e-01,5.002121e-01,2.033585e-01
d2bdb6ae89eb8aca,1.183367e-01,1.232955e+00,8.422185e-02,5.916834e-02,1.173367e-01,1.366027e+00,1.610601e-01
d335e83ad7f741bf,8.361119e-02,1.253448e+00,2.198525e-01,5.349497e-02,4.416520e-02,9.029136e-01,1.174071e-01
d33cbb234efa4296,1.152776e-01,1.558410e+00,1.747571e-01,5.423260e-02,4.861450e-02,7.962287e-01,1.277257e-02
d53b11bcaa0a2095,1.798182e-01,8.090617e-01,2.809478e-01,1.416905e-01,5.398775e-02,2.770555e-01,1.194822e-03
d794e2c3b9ab247f,4.074061e-01,6.445060e-01,4.333399e-01,3.068449e-01,9.415084e-04,1.670812e-01,-1.112782e-01
d9a79bcfee67b028,1.786447e-01,7.262706e-01,4.911262e-01,1.190177e-01,6.703541e-03,9.902122e-02,3.528863e-03
dfbeb23c419b6979,1.721099e-01,9.192459e-01,2.545085e-01,4.691159e-02,5.951325e-02,2.804117e-01,-4.093082e-02
e03130e76a547e00,1.546037e-01,9.774260e-01,3.208052e-01,5.737692e-02,6.366058e-02,3.770506e-01,-1.092273e-02
e0da73d8b215a4e9,1.554194e-01,7.533109e-01,1.878860e-01,1.139390e-01,5.623289e-02,1.441205e-01,-1.080276e-01
e35e2512791cd931,1.891423e-01,9.635607e-01,2.435017e-01,1.261286e-01,9.396442e-02,5.593129e-01,3.239812e-02
e46f1f873f43128b,1.062292e-01,8.091110e-01,1.443244e-04,1.024282e-01,6.763499e-07,6.270446e-02,1.255529e+00
e7d525b0fc295332,6.348357e-02,1.181239e+00,1.921186e-01,3.124827e-02,3.904710e-02,9.642866e-01,-1.190434e-02
e9ca70bcef834214,1.167553e-01,1.613514e+00,1.673598e-01,5.410909e-02,4.464353e-02,6.923940e-01,-5.495611e-02
ec9403432374ee06,1.321393e-01,8.748333e-01,1.501232e-01,7.537928e-02,3.514000e-02,3.677788e-01,1.171181e-01
ed3ee15cd6ecee51,9.685784e-02,1.259148e+00,2.140378e-01,4.107060e-02,4.884058e-02,9.236599e-01,-4.858677e-02
efbc4b723940e000,1.679254e-01,1.650901e+00,1.771784e-01,6.953066e-02,6.749216e-02,7.641131e-01,-3.890325e-02
efe8a903afdceede,1.675728e-01,9.078097e-01,3.770656e-01,5.344151e-02,4.341099e-02,2.528716e-01,-1.704221e-02
f1de714332531aa5,1.203631e-01,8.569967e-01,2.049423e-01,8.657672e-02,4.983071e-02,3.371121e-01,4.902701e-02
f205d1277e6ea6b4,4.037531e-01,7.683359e-01,6.859962e-02,3.551526e-01,4.233613e-02,1.179269e-03,-3.945485e-02
f39ae9088896b47f,2.943849e-01,8.360641e-01,1.157903e-07,2.640680e-01,5.963379e-02,1.899896e-01,-4.436961e-02
f98444c434d40f8b,1.565877e-01,7.755521e-01,2.503575e-01,1.330573e-01,2.606950e-02,2.115860e-01,-3.636518e-02
fc7ef2c5b91399c2,1.121723e-01,7.138564e-01,6.138216e-02,5.834688e-02,9.255196e-02,3.079020e-01,-1.625823e-01
ff1d7a9a28686c2b,1.769751e-01,1.298088e+00,1.576454e-01,1.106927e-01,7.323892e-02,5.430405e-01,5.260301e-02
